CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitMargin,GrowthPotentialScore,GrowthClass
Indian,26263,Curry Bistro,QSR,South Auckland,1.05,35.02,492,64,2241.28,214,128,86,7494.28,4482.56,3011.72,0.23640556,0.385563663,0.28,13,3.84,330.24,847.27,734.67,439.43,808.28,0.15,0.5,0.3,0.2,17229.84,2829.65,0.16422961559712684,57.99172210512682,Medium
Indian,25104,Tandoori Bistro,Ghost Kitchen,CBD,0.99,33.09,1289,95,3143.55,597,358,239,19754.73,11846.22,7908.51,0.275514001,0.317750089,0.31,15,4.43,1058.77,1278.59,1910.99,1145.95,2157.91,0.08,0.5,0.3,0.2,42653.01,6493.44,0.15223872828670237,33.93137860951923,Low
Indian,26559,Royal Corner,Cafe,West Auckland,1.04,32.83,1710,155,5088.65,778,466,311,25541.74,15298.78,10210.13,0.276254563,0.418842229,0.28,5,1.48,460.28,1551.55,636.07,380.99,2652.82,0.1,0.5,0.3,0.2,56139.299999999996,5221.43,0.0930084628771645,59.159755988545335,Medium
Indian,25144,Royal Bistro,QSR,CBD,0.99,43.23,1342,154,6657.42,594,356,238,25678.62,15389.88,10288.74,0.262317646,0.390252553,0.3,18,5.31,1263.78,2312.99,1217.93,729.94,2310.83,0.13,0.5,0.3,0.2,58014.659999999996,6571.6900000000005,0.1132763684213611,40.58781785430101,Low
Indian,25509,Spice Eatery,Ghost Kitchen,CBD,0.99,32.7,1197,108,3531.6,544,327,218,17788.8,10692.9,7128.6,0.258724507,0.282528837,0.32,13,3.84,837.12,1620.11,2468.14,1483.6,2433.1,0.1,0.5,0.3,0.2,39141.899999999994,8004.950000000001,0.20451102271478905,36.14581356285409,Low
Indian,25969,Royal Kitchen,Full-service,South Auckland,1.05,37.84,1651,297,11238.48,677,406,271,25617.68,15363.04,10254.64,0.369281713,0.534424779,0.31,5,1.48,401.08,1082.19,-5474.66,-3283.18,586.38,0.22,0.5,0.3,0.2,62473.840000000004,-7089.2699999999995,-0.11347581643772817,53.94054301271878,Medium
Indian,25443,Bombay House,Full-service,West Auckland,1.04,37.55,976,225,8448.75,376,225,150,14118.8,8448.75,5632.5,0.398119427,0.469728321,0.31,4,1.18,177.0,1116.52,-2511.0,-1502.59,567.35,0.3,0.5,0.3,0.2,36648.8,-2329.72,-0.06356879352120669,44.93190631264186,Low
Indian,25648,Spice Tavern,QSR,South Auckland,1.05,32.47,1564,142,4610.74,711,427,284,23086.17,13864.69,9221.48,0.273764951,0.417648242,0.29,18,5.31,1508.04,1422.81,429.1,257.7,1337.59,0.1,0.5,0.3,0.2,50783.08,3447.2,0.0678808768589853,60.61779379612241,Medium
Indian,26376,Curry Cafe,Full-service,West Auckland,1.04,35.13,1410,350,12295.5,530,318,212,18618.9,11171.34,7447.56,0.390234936,0.547415794,0.3,3,0.89,188.68,766.62,-4424.8,-2654.88,275.67,0.33,0.5,0.3,0.2,49533.3,-6037.39,-0.12188547906156061,43.5011423642097,Low
Indian,25527,Spice Grill,Ghost Kitchen,CBD,0.99,29.81,1215,100,2981.0,558,334,223,16633.98,9956.54,6647.63,0.291537892,0.346242104,0.33,9,2.66,593.18,1079.78,535.95,320.8,1814.72,0.09,0.5,0.3,0.2,36219.15,3751.25,0.1035709010288756,27.05209889245117,Low
Indian,25529,Royal Corner,Ghost Kitchen,North Shore,1.03,41.16,803,59,2428.44,372,223,149,15311.52,9178.68,6132.84,0.299616752,0.211486971,0.27,8,2.36,351.64,1187.26,3351.63,2009.18,2646.68,0.08,0.5,0.3,0.2,33051.479999999996,9194.75,0.27819480398457197,64.22838644562027,High
Indian,25653,Bombay Diner,Cafe,West Auckland,1.04,42.85,1307,118,5056.3,594,357,238,25452.9,15297.45,10198.3,0.23681333,0.448022896,0.3,13,3.84,913.92,1593.56,385.96,231.97,2300.21,0.1,0.5,0.3,0.2,56004.95,4511.7,0.08055895059276011,62.68839437438027,Medium
Indian,25249,Royal Bistro,Ghost Kitchen,CBD,0.99,39.39,924,35,1378.65,444,267,178,17489.16,10517.13,7011.42,0.253348798,0.216099489,0.29,8,2.36,420.08,731.45,4207.05,2529.91,3299.84,0.04,0.5,0.3,0.2,36396.36,10768.25,0.29586063001904583,45.172119753760484,Low
Indian,26355,Bombay Tavern,QSR,South Auckland,1.05,41.78,1015,83,3467.74,466,280,186,19469.48,11698.4,7771.08,0.246575073,0.444968266,0.3,9,2.66,494.76,1069.65,164.65,98.93,1902.28,0.09,0.5,0.3,0.2,42406.700000000004,3235.51,0.07629714172524624,63.40091125112637,Medium
Indian,26220,Curry Kitchen,Ghost Kitchen,South Auckland,1.05,35.44,779,44,1559.36,368,220,147,13041.92,7796.8,5209.68,0.281491469,0.24378003,0.31,10,2.95,433.65,740.27,2148.38,1284.36,2039.53,0.06,0.5,0.3,0.2,27607.760000000002,6212.54,0.22502876002978872,65.47497170996644,High
Indian,26343,Bombay Eatery,Cafe,West Auckland,1.04,46.26,1248,113,5227.38,568,340,227,26275.68,15728.4,10501.02,0.229213522,0.383410141,0.32,3,0.89,202.03,2024.96,1770.36,1059.72,3865.82,0.1,0.5,0.3,0.2,57732.479999999996,8720.86,0.15105638974802402,69.74667153224041,High
Indian,25413,Spice Corner,QSR,North Shore,1.03,35.51,1036,85,3018.35,476,285,190,16902.76,10120.35,6746.9,0.270123977,0.398697348,0.29,12,3.54,672.6,999.61,696.03,416.74,1561.83,0.09,0.5,0.3,0.2,36788.36,3674.21,0.09987425370416077,49.8174814150158,Medium
Indian,25241,Spice Cafe,Cafe,West Auckland,1.04,36.05,1082,98,3532.9,492,295,197,17736.6,10634.75,7101.85,0.237527791,0.385684497,0.27,7,2.07,407.79,1331.15,1894.05,1135.66,2268.1,0.1,0.5,0.3,0.2,39006.1,6628.959999999999,0.16994675191828967,60.48627209415242,Medium
Indian,25172,Curry Cafe,QSR,South Auckland,1.05,38.45,736,96,3691.2,320,192,128,12304.0,7382.4,4921.6,0.270904502,0.417298922,0.29,14,4.13,528.64,1150.9,268.19,160.91,1005.9,0.15,0.5,0.3,0.2,28299.199999999997,2585.9,0.09137714140329056,58.60934685173865,Medium
Indian,25658,Royal Corner,QSR,West Auckland,1.04,38.33,1527,163,6247.79,682,409,273,26141.06,15676.97,10464.09,0.258398265,0.434100412,0.33,12,3.54,966.42,1921.2,-588.14,-352.71,2251.3,0.12,0.5,0.3,0.2,58529.91,3231.65,0.0552136505933462,59.41454783794842,Medium
Indian,25498,Bombay Cafe,QSR,West Auckland,1.04,39.69,521,51,2024.19,235,141,94,9327.15,5596.29,3730.86,0.274428323,0.38051969,0.3,16,4.72,443.68,698.45,420.21,252.12,843.66,0.11,0.5,0.3,0.2,20678.49,2214.44,0.10708905727642588,53.46606429128238,Medium
Indian,26307,Royal Bistro,QSR,North Shore,1.03,44.21,1113,128,5658.88,492,296,197,21751.32,13086.16,8709.37,0.230345903,0.364702064,0.28,16,4.72,929.84,2291.57,2717.87,1635.14,2597.04,0.13,0.5,0.3,0.2,49205.73,9241.62,0.1878159311933793,64.03504436937159,High
Indian,25904,Curry House,Cafe,North Shore,1.03,46.2,729,89,4111.8,320,192,128,14784.0,8870.4,5913.6,0.223754715,0.351077149,0.27,10,2.95,377.6,1748.21,2294.01,1376.4,2136.67,0.14,0.5,0.3,0.2,33679.799999999996,7555.290000000001,0.22432704469741513,64.1548749186687,High
Indian,25541,Bombay House,Full-service,West Auckland,1.04,44.89,1880,466,20918.74,707,424,283,31737.23,19033.36,12703.87,0.397120364,0.530960219,0.29,3,0.89,251.87,1504.46,-6921.27,-4150.81,661.78,0.33,0.5,0.3,0.2,84393.2,-8905.84,-0.10552793353018965,57.95506048757989,Medium
Indian,25464,Tandoori House,QSR,CBD,0.99,39.43,1440,118,4652.74,661,397,264,26063.23,15653.71,10409.52,0.232185778,0.361282846,0.33,14,4.13,1090.32,1891.48,1994.65,1198.0,3141.48,0.09,0.5,0.3,0.2,56779.2,8225.61,0.14487012849775976,40.48094084910353,Low
Indian,26189,Bombay Kitchen,Full-service,CBD,0.99,36.38,1533,344,12514.72,594,357,238,21609.72,12987.66,8658.44,0.363130443,0.454105427,0.32,6,1.77,421.26,2287.24,-2965.63,-1782.37,1161.19,0.29,0.5,0.3,0.2,55770.54000000001,-1299.5700000000002,-0.023302087446167814,27.512931782554706,Low
Indian,25531,Bombay Cafe,Ghost Kitchen,CBD,0.99,43.94,542,40,1757.6,251,151,100,11028.94,6634.94,4394.0,0.258991944,0.346677911,0.28,3,0.89,89.0,693.07,1260.94,758.57,1643.69,0.08,0.5,0.3,0.2,23815.48,4356.27,0.18291758133785255,37.44972811654526,Low
Indian,26434,Tandoori House,Full-service,West Auckland,1.04,42.26,1368,299,12635.74,534,321,214,22566.84,13565.46,9043.64,0.398169222,0.503868654,0.29,14,4.13,883.82,1237.82,-4333.69,-2605.08,2.11,0.28,0.5,0.3,0.2,57811.68,-5698.84,-0.09857592790937748,50.76036574721241,Medium
Indian,26356,Tandoori House,Cafe,South Auckland,1.05,34.7,1114,136,4719.2,489,293,196,16968.3,10167.1,6801.2,0.213761024,0.355094676,0.31,4,1.18,231.28,2034.66,2055.61,1231.69,2701.02,0.14,0.5,0.3,0.2,38655.799999999996,8022.980000000001,0.2075491905483783,67.195078360256,High
Indian,26195,Bombay Diner,QSR,West Auckland,1.04,46.48,541,66,3067.68,238,142,95,11062.24,6600.16,4415.6,0.209527669,0.38154412,0.28,9,2.66,252.7,1254.46,1426.23,850.95,1552.96,0.14,0.5,0.3,0.2,25145.68,5084.6,0.2022057069047248,65.92279254354624,High
Indian,25414,Bombay House,Cafe,South Auckland,1.05,42.96,724,71,3050.16,326,196,131,14004.96,8420.16,5627.76,0.267001802,0.434160264,0.29,7,2.07,271.17,911.5,123.77,74.42,1410.62,0.11,0.5,0.3,0.2,31103.04,2520.31,0.08103098603866374,61.66500518022524,Medium
Indian,26316,Tandoori House,QSR,West Auckland,1.04,37.83,920,98,3707.34,411,247,164,15548.13,9344.01,6204.12,0.253348018,0.41972989,0.27,3,0.89,145.96,1212.01,885.03,531.88,1882.3,0.12,0.5,0.3,0.2,34803.600000000006,4511.22,0.1296193497224425,57.59248160753524,Medium
Indian,26521,Spice Bistro,Full-service,CBD,0.99,33.18,684,118,3915.24,283,170,113,9389.94,5640.6,3749.34,0.397654449,0.523492107,0.27,12,3.54,400.02,308.73,-1794.85,-1078.18,-104.37,0.21,0.5,0.3,0.2,22695.12,-2668.67,-0.11758783386031887,9.455165235880179,Low
Indian,26603,Bombay Corner,QSR,CBD,0.99,35.86,510,50,1793.0,230,138,92,8247.8,4948.68,3299.12,0.230855273,0.391676744,0.29,17,5.02,461.84,676.8,721.42,432.85,783.47,0.11,0.5,0.3,0.2,18288.6,2614.54,0.14296009535995102,27.47165347213489,Low
Indian,26117,Royal Kitchen,Cafe,West Auckland,1.04,41.08,829,61,2505.88,384,230,154,15774.72,9448.4,6326.32,0.25747848,0.428336122,0.32,5,1.48,227.92,787.31,-91.72,-54.94,1759.72,0.08,0.5,0.3,0.2,34055.32,2400.37,0.07048443532464237,55.44535864127843,Medium
Indian,26443,Royal Grill,QSR,West Auckland,1.04,41.06,604,74,3038.44,265,159,106,10880.9,6528.54,4352.36,0.242207908,0.40696158,0.29,6,1.77,187.62,1065.98,661.89,397.13,1339.32,0.14,0.5,0.3,0.2,24800.24,3464.3199999999997,0.13968897075189593,57.71539425157243,Medium
Indian,26160,Bombay Eatery,QSR,West Auckland,1.04,33.41,1183,107,3574.87,538,323,215,17974.58,10791.43,7183.15,0.232417965,0.427618042,0.3,11,3.25,698.75,1215.33,718.34,431.27,1743.26,0.1,0.5,0.3,0.2,39524.03,4108.2,0.10394182981846739,54.83585703029523,Medium
Indian,25717,Royal Grill,QSR,South Auckland,1.05,45.7,477,51,2330.7,213,128,85,9734.1,5849.6,3884.5,0.212917431,0.399524377,0.3,16,4.72,401.2,903.28,852.3,512.18,1104.27,0.12,0.5,0.3,0.2,21798.9,3372.0299999999997,0.15468808059122247,66.37668895756772,High
Indian,25232,Bombay Eatery,Cafe,South Auckland,1.05,37.27,1282,137,5105.99,572,344,229,21318.44,12820.88,8534.83,0.205942703,0.38605685,0.27,3,0.89,203.81,2083.25,2941.95,1769.29,3278.4,0.12,0.5,0.3,0.2,47780.14,10072.89,0.2108175070227923,71.39777438819111,High
Indian,25140,Bombay Diner,Cafe,North Shore,1.03,32.52,1553,166,5398.32,694,416,277,22568.88,13528.32,9008.04,0.225263446,0.436142188,0.32,16,4.72,1307.44,1827.84,419.65,251.55,1742.63,0.12,0.5,0.3,0.2,50503.560000000005,4241.67,0.08398754464041742,51.62948579476012,Medium
Indian,26164,Curry Grill,QSR,North Shore,1.03,31.37,873,100,3137.0,386,232,155,12108.82,7277.84,4862.35,0.25966531,0.369944427,0.32,15,4.43,686.65,1161.91,610.17,366.73,1114.32,0.13,0.5,0.3,0.2,27386.010000000002,3253.13,0.11878802352003814,45.81106084078999,Medium
Indian,25925,Curry Eatery,Full-service,South Auckland,1.05,34.14,939,199,6793.86,370,222,148,12631.8,7579.08,5052.72,0.395515156,0.487487743,0.31,14,4.13,611.24,794.86,-2437.97,-1462.78,-20.09,0.27,0.5,0.3,0.2,32057.46,-3125.9799999999996,-0.09751178040930253,44.32277051524308,Low
Indian,26167,Curry Diner,Full-service,CBD,0.99,43.66,579,115,5020.9,232,139,93,10129.12,6068.74,4060.38,0.352826336,0.491792073,0.27,5,1.48,137.64,780.16,-1160.98,-695.59,493.27,0.25,0.5,0.3,0.2,25279.140000000003,-583.1400000000001,-0.02306803158651758,23.726871281210492,Low
Indian,25224,Royal Eatery,Full-service,North Shore,1.03,37.35,495,68,2539.8,214,128,85,7992.9,4780.8,3174.75,0.357295494,0.467094982,0.28,6,1.77,150.45,446.01,-834.38,-499.07,407.07,0.16,0.5,0.3,0.2,18488.25,-480.37000000000006,-0.025982448311765584,37.21734184924532,Low
Indian,25037,Curry Cafe,Full-service,South Auckland,1.05,40.68,745,129,5247.72,308,185,123,12529.44,7525.8,5003.64,0.351571333,0.505617404,0.3,3,0.89,109.47,749.43,-1969.49,-1182.97,605.11,0.21,0.5,0.3,0.2,30306.6,-1797.9199999999996,-0.0593243715890268,50.47312984740447,Medium
Indian,25765,Spice Tavern,Cafe,North Shore,1.03,45.94,940,85,3904.9,428,256,171,19662.32,11760.64,7855.74,0.215756896,0.380736279,0.32,11,3.25,555.75,1575.65,1641.94,982.09,2614.09,0.1,0.5,0.3,0.2,43183.6,6813.77,0.15778605767004142,61.675713877033175,Medium
Indian,25483,Royal Tavern,QSR,West Auckland,1.04,38.27,1247,143,5472.61,552,331,221,21125.04,12667.37,8457.67,0.203215983,0.438703704,0.28,15,4.43,979.03,1959.63,1649.45,989.07,2049.5,0.13,0.5,0.3,0.2,47722.69,6647.65,0.13929747044854343,62.07207269387497,Medium
Indian,26173,Tandoori Tavern,Full-service,West Auckland,1.04,32.17,1292,250,8042.5,521,313,208,16760.57,10069.21,6691.36,0.350175798,0.450551209,0.31,18,5.31,1104.48,1602.65,-1855.85,-1114.93,228.93,0.24,0.5,0.3,0.2,41563.64,-1139.1999999999998,-0.0274085715303087,46.073195786953974,Medium
Indian,25122,Curry Diner,QSR,North Shore,1.03,40.45,738,54,2184.3,342,205,137,13833.9,8292.25,5541.65,0.235941641,0.388585654,0.28,4,1.18,161.66,820.15,1320.76,791.68,1919.08,0.08,0.5,0.3,0.2,29852.1,4851.67,0.1625235745558939,55.142061778336824,Medium
Indian,26618,Bombay Cafe,Cafe,South Auckland,1.05,38.44,1488,110,4228.4,689,413,276,26485.16,15875.72,10609.44,0.268565888,0.377184153,0.27,6,1.77,488.52,1497.91,2231.37,1337.53,3269.87,0.08,0.5,0.3,0.2,57198.72,8336.68,0.1457494153715328,70.19499567402947,High
Indian,26093,Tandoori Eatery,QSR,South Auckland,1.05,33.07,1155,123,4067.61,516,310,206,17064.12,10251.7,6812.42,0.262764567,0.408146005,0.28,16,4.72,972.32,1338.61,837.67,503.25,1269.58,0.12,0.5,0.3,0.2,38195.85,3949.1099999999997,0.10339107520843233,59.210976015959474,Medium
Indian,26217,Royal Diner,Cafe,CBD,0.99,36.58,1568,180,6584.4,694,416,278,25386.52,15217.28,10169.24,0.264601591,0.371882021,0.32,18,5.31,1476.18,2393.54,1104.73,662.2,2220.51,0.13,0.5,0.3,0.2,57357.439999999995,6380.9800000000005,0.11124938630454917,37.11566467856473,Low
Indian,26379,Curry Grill,QSR,CBD,0.99,31.34,993,73,2287.82,460,276,184,14416.4,8649.84,5766.56,0.245203241,0.415356773,0.32,4,1.18,217.12,776.58,280.25,168.15,1740.28,0.08,0.5,0.3,0.2,31120.620000000003,2965.26,0.09528280606234708,25.468096282604748,Low
Indian,26339,Bombay Bistro,Full-service,North Shore,1.03,34.39,1525,243,8356.77,641,385,256,22043.99,13240.15,8803.84,0.387624009,0.504016867,0.29,12,3.54,906.24,905.53,-4004.09,-2404.95,47.74,0.19,0.5,0.3,0.2,52444.75,-5455.77,-0.10402890661124327,40.28032505462497,Low
Indian,25654,Tandoori Diner,Cafe,West Auckland,1.04,31.99,1068,97,3103.03,486,291,194,15547.14,9309.09,6206.06,0.237178953,0.356937469,0.29,7,2.07,401.58,1259.47,1801.66,1078.77,2117.36,0.1,0.5,0.3,0.2,34165.32,6257.26,0.1831465357268716,57.73557417688717,Medium
Indian,26504,Curry Eatery,QSR,North Shore,1.03,36.31,577,57,2069.67,260,156,104,9440.6,5664.36,3776.24,0.216596446,0.411461372,0.31,9,2.66,276.64,769.8,584.77,350.86,1127.9,0.11,0.5,0.3,0.2,20950.870000000003,2833.33,0.1352368660585455,48.04531648280303,Medium
Indian,25129,Curry Grill,QSR,CBD,0.99,38.31,1141,94,3601.14,524,314,209,20074.44,12029.34,8006.79,0.243215437,0.364218129,0.31,12,3.54,739.86,1413.69,1657.47,993.22,2403.34,0.09,0.5,0.3,0.2,43711.71,6467.72,0.1479630973027594,36.5719290267017,Low
Indian,25576,Royal Eatery,Full-service,South Auckland,1.05,32.82,972,162,5316.84,405,243,162,13292.1,7975.26,5316.84,0.365593245,0.46678978,0.31,5,1.48,239.76,891.19,-1892.57,-1135.54,651.43,0.2,0.5,0.3,0.2,31901.040000000005,-1485.4900000000002,-0.046565566514445926,46.96657920372268,Medium
Indian,25940,Tandoori Tavern,QSR,North Shore,1.03,35.57,1250,92,3272.44,579,347,232,20595.03,12342.79,8252.24,0.207861272,0.442930857,0.31,13,3.84,890.88,1142.76,807.49,483.93,1990.87,0.08,0.5,0.3,0.2,44462.49999999999,4425.049999999999,0.09952319370255834,52.102828365885955,Medium
Indian,26587,Royal Tavern,Full-service,CBD,0.99,37.81,1420,344,13006.64,538,323,215,20341.78,12212.63,8129.15,0.365858717,0.458587171,0.32,8,2.36,507.4,2283.37,-2938.29,-1764.06,919.71,0.32,0.5,0.3,0.2,53690.2,-1499.27,-0.02792446293737032,27.239580917278538,Low
Indian,25497,Tandoori Bistro,QSR,West Auckland,1.04,43.04,502,49,2108.96,226,136,91,9727.04,5853.44,3916.64,0.253577317,0.416559277,0.28,15,4.43,403.13,695.67,485.02,291.87,888.83,0.11,0.5,0.3,0.2,21606.079999999998,2361.39,0.10929284719856633,56.29536633364758,Medium
Indian,25619,Spice Bistro,Ghost Kitchen,North Shore,1.03,37.79,1134,74,2796.46,530,318,212,20028.7,12017.22,8011.48,0.280480351,0.240378315,0.3,4,1.18,250.16,1339.9,3587.97,2152.78,3588.47,0.07,0.5,0.3,0.2,42853.86,10669.119999999999,0.2489652040679649,62.85293906133545,Medium
Indian,25702,Tandoori Grill,QSR,North Shore,1.03,41.99,658,54,2267.46,302,181,121,12680.98,7600.19,5080.79,0.243614953,0.354848248,0.31,11,3.25,393.25,910.47,1160.78,695.7,1646.87,0.09,0.5,0.3,0.2,27629.42,4413.82,0.15975072947604402,55.435980920061546,Medium
Indian,25621,Royal Tavern,Ghost Kitchen,West Auckland,1.04,43.04,494,14,602.56,240,144,96,10329.6,6197.76,4131.84,0.25589459,0.205308423,0.31,17,5.02,481.92,324.66,2363.38,1418.03,1744.3,0.03,0.5,0.3,0.2,21261.76,5850.37,0.2751592530439625,67.38143275199606,High
Indian,26229,Bombay Corner,Full-service,CBD,0.99,41.17,1023,259,10663.03,382,229,153,15726.94,9427.93,6299.01,0.384577803,0.502161128,0.3,10,2.95,451.35,1207.71,-2936.83,-1760.56,262.08,0.34,0.5,0.3,0.2,42116.91,-3227.6,-0.07663430199413963,22.661308048169854,Low
Indian,26351,Bombay Kitchen,QSR,CBD,0.99,42.78,655,75,3208.5,290,174,116,12406.2,7443.72,4962.48,0.230082015,0.373872275,0.32,15,4.43,513.88,1270.71,943.44,566.06,1451.49,0.13,0.5,0.3,0.2,28020.9,4231.7,0.15101941764896915,35.49578807811366,Low
Indian,26109,Royal House,Ghost Kitchen,West Auckland,1.04,45.81,1247,113,5176.53,567,340,227,25974.27,15575.4,10398.87,0.288132431,0.215756261,0.33,5,1.48,335.96,2568.14,4314.62,2587.25,4823.04,0.1,0.5,0.3,0.2,57125.07,14293.05,0.25020625795294427,76.02643809544469,High
Indian,25261,Royal Diner,Ghost Kitchen,South Auckland,1.05,32.48,1288,84,2728.32,602,361,241,19552.96,11725.28,7827.68,0.268672183,0.2124843,0.29,7,2.07,498.87,1415.57,4474.57,2683.25,3562.47,0.07,0.5,0.3,0.2,41834.24,12135.859999999999,0.29009395174861546,72.68018499764857,High
Indian,26395,Royal Diner,Cafe,North Shore,1.03,45.44,816,60,2726.4,378,227,151,17176.32,10314.88,6861.44,0.275416015,0.420734175,0.29,3,0.89,134.39,828.42,237.89,142.86,1950.46,0.08,0.5,0.3,0.2,37079.04,3159.63,0.08521337121996686,55.0501641448684,Medium
Indian,25020,Bombay Corner,Ghost Kitchen,South Auckland,1.05,44.46,1142,94,4179.24,524,314,210,23297.04,13960.44,9336.6,0.297281107,0.284388804,0.27,12,3.54,743.4,1748.3,3455.65,2070.75,3162.38,0.09,0.5,0.3,0.2,50773.32,10437.08,0.20556229137665213,75.75112252396845,High
Indian,25630,Royal Corner,QSR,CBD,0.99,42.28,648,79,3340.12,284,171,114,12007.52,7229.88,4819.92,0.218464628,0.426658636,0.27,16,4.72,538.08,1185.33,1019.16,613.65,1172.4,0.14,0.5,0.3,0.2,27397.440000000002,3990.54,0.1456537545113704,34.63054608863029,Low
Indian,25750,Curry House,Ghost Kitchen,CBD,0.99,40.14,449,21,842.94,214,128,86,8589.96,5137.92,3452.04,0.291667739,0.302083383,0.29,3,0.89,76.54,342.44,998.57,597.28,1325.85,0.05,0.5,0.3,0.2,18022.86,3264.14,0.1811111000140932,33.07870737294044,Low
Indian,25592,Bombay Corner,QSR,North Shore,1.03,40.42,921,76,3071.92,422,254,169,17057.24,10266.68,6830.98,0.208839476,0.363626536,0.32,17,5.02,848.38,1313.35,1834.23,1104.02,2072.1,0.09,0.5,0.3,0.2,37226.82000000001,6323.700000000001,0.169869465079209,57.54135580854622,Medium
Indian,26159,Royal Corner,Cafe,North Shore,1.03,42.43,1620,160,6788.8,730,438,292,30973.9,18584.34,12389.56,0.264138979,0.383973316,0.28,3,0.89,259.88,2388.9,2226.64,1335.99,4099.85,0.11,0.5,0.3,0.2,68736.6,10051.380000000001,0.14623039254196454,65.0515587262273,High
Indian,25187,Curry Kitchen,QSR,West Auckland,1.04,32.01,685,56,1792.56,314,189,126,10051.14,6049.89,4033.26,0.22875463,0.402184823,0.32,13,3.84,483.84,661.56,493.11,296.81,1004.68,0.09,0.5,0.3,0.2,21926.85,2456.16,0.11201608986242895,48.92233391103336,Medium
Indian,26523,Bombay Eatery,Full-service,West Auckland,1.04,43.64,1104,191,8335.24,456,274,183,19899.84,11957.36,7986.12,0.390994754,0.491138988,0.3,7,2.07,378.81,982.44,-3624.43,-2177.84,562.48,0.21,0.5,0.3,0.2,48178.560000000005,-4257.35,-0.08836606988668819,49.850076286996355,Medium
Indian,25513,Bombay Diner,Full-service,West Auckland,1.04,44.1,1397,288,12700.8,554,333,222,24431.4,14685.3,9790.2,0.378183439,0.486664457,0.28,17,5.02,1114.44,1716.54,-3538.84,-2127.13,208.73,0.26,0.5,0.3,0.2,61607.7,-3740.7000000000003,-0.06071805959320021,55.198421295964515,Medium
Indian,25150,Bombay Kitchen,Full-service,South Auckland,1.05,43.05,979,163,7017.15,408,245,163,17564.4,10547.25,7017.15,0.350764955,0.54054979,0.3,11,3.25,529.75,762.66,-3360.33,-2017.84,232.91,0.2,0.5,0.3,0.2,42145.950000000004,-4382.6,-0.10398626677059124,51.97209750587983,Medium
Indian,25393,Tandoori Kitchen,Full-service,West Auckland,1.04,42.79,1725,263,11253.77,731,439,292,31279.49,18784.81,12494.68,0.38393544,0.53741562,0.31,3,0.89,259.88,885.1,-7236.54,-4345.89,722.81,0.18,0.5,0.3,0.2,73812.75,-9974.52,-0.1351327514555412,52.52007787118744,Medium
Indian,25072,Bombay Tavern,Full-service,CBD,0.99,30.05,1568,380,11419.0,594,356,238,17849.7,10697.8,7151.9,0.367287769,0.468091828,0.32,12,3.54,842.52,1879.8,-2773.48,-1662.22,334.83,0.32,0.5,0.3,0.2,47118.4,-2221.07,-0.04713806071513464,20.83248965809833,Low
Indian,25760,Royal Tavern,QSR,South Auckland,1.05,36.97,1027,76,2809.72,476,285,190,17597.72,10536.45,7024.3,0.279037443,0.351388503,0.32,6,1.77,336.3,1038.4,872.39,522.33,2259.7,0.08,0.5,0.3,0.2,37968.19,4692.82,0.12359872830387753,62.57602935396675,Medium
Indian,26045,Tandoori Eatery,QSR,North Shore,1.03,45.09,836,96,4328.64,370,222,148,16683.3,10009.98,6673.32,0.224925593,0.394521895,0.28,4,1.18,174.64,1647.27,1677.55,1006.53,2364.91,0.13,0.5,0.3,0.2,37695.24,6696.259999999999,0.1776420577239991,61.18481353330423,Medium
Indian,25155,Royal Kitchen,QSR,West Auckland,1.04,38.16,1293,117,4464.72,588,353,235,22438.08,13470.48,8967.6,0.272497455,0.418535947,0.3,5,1.48,347.8,1379.45,201.19,120.78,2422.89,0.1,0.5,0.3,0.2,49340.88,4124.3099999999995,0.08358809165949209,58.71088559408841,Medium
Indian,25160,Curry Bistro,QSR,South Auckland,1.05,32.32,1615,173,5591.36,721,433,288,23302.72,13994.56,9308.16,0.246366347,0.39404578,0.3,16,4.72,1359.36,2010.59,1388.56,833.91,1987.74,0.12,0.5,0.3,0.2,52196.8,6220.799999999999,0.11917971982956807,64.48153143274867,High
Indian,26128,Curry Cafe,Cafe,South Auckland,1.05,41.0,904,74,3034.0,415,249,166,17015.0,10209.0,6806.0,0.270414457,0.400200274,0.28,18,5.31,881.46,999.35,840.29,504.17,1360.34,0.09,0.5,0.3,0.2,37064.0,3704.1499999999996,0.09993929419382688,63.151360244397715,Medium
Indian,25967,Tandoori Cafe,Cafe,CBD,0.99,44.01,787,71,3124.71,358,215,143,15755.58,9462.15,6293.43,0.258653102,0.417162339,0.3,16,4.72,674.96,1012.98,381.04,228.84,1365.27,0.1,0.5,0.3,0.2,34635.87,2988.13,0.08627269937206716,33.58566739280441,Low
